Subject,X,RotAccErrTot.x,RotErrTot.x,RotPartial.x,RotSpeedErrTot.x,OspanAccErrTot.x,OspanMathErrTot.x,OspanPartial.x,OspanSpeedErrTot.x,SymmAccErrTot.x,SymmSpeedErrTot.x,SspanPartial.x,SymmErrTot.x,ZRotErrTot.x,ZRotPartial.x,ZOspanMathErrTot.x,ZOspanPartial.x,ZSspanPartial.x,ZSymmErrTot.x,Melody,AscendingDescending,Condition,cadence_type,change,ascDescFin1,Condition1,ascDescFin2,Condition2,ascDescFin3,Condition3,ascDescFin4,Condition4,ascDescFin5,Condition5,ascDescFin6,Condition6,ascDescFin7,Condition7,ascDescFin8,Condition8,RotAccErrTot.y,RotErrTot.y,RotPartial.y,RotSpeedErrTot.y,OspanAccErrTot.y,OspanMathErrTot.y,OspanPartial.y,OspanSpeedErrTot.y,SymmAccErrTot.y,SymmSpeedErrTot.y,SspanPartial.y,SymmErrTot.y,ZRotErrTot.y,ZRotPartial.y,ZOspanMathErrTot.y,ZOspanPartial.y,ZSspanPartial.y,ZSymmErrTot.y,WMC,rotAbsolute,rotBlock1,rotPartial,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanPartialScore,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75
34,259,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel8P034.aif,2,B,descending,no_change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
34,260,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel2P034.aif,2,B,ascending,change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
34,261,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel6P034.aif,2,B,descending,no_change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
34,262,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel4P034.aif,1,B,ascending,no_change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
34,263,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel5P034.aif,1,B,descending,change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
34,264,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel3P034.aif,2,B,ascending,change,1,B,2,B,2,B,1,B,1,B,2,B,2,B,2,B,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,-0.29,5,11,11,0,0,0,7,49,50,43,28,40,98,7,7,1,4,4,7,6,2,6,6,6,6,6,7,2,8,8,2,5,2,2,5,2,2,2,2,Bb Clarinetn,19,FEMALE,1,7,2,6,6,7,7,6,5,3,5,5,5,6,5,7,7,5,5,7,7,7,6,4,7,5,4,6,6,3,5,3,1,7,7,6,6,7,7
35,265,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel7P035.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,266,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel8P035.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,267,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel3P035.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,268,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel4P035.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,269,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel6P035.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,270,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel2P035.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,271,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel1P035.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
35,272,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel5P035.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,2,A,1,A,1,A,1,A,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,1.22,14,14,14,0,0,0,14,45,56,40,40,38,104,4,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,3,2,4,1,2,4,1,2,4,1,voice,21,FEMALE,1,6,4,6,5,3,6,6,6,3,6,6,7,6,6,6,6,7,6,6,6,7,5,4,7,5,6,6,6,6,5,6,5,7,6,6,6,6,7
36,273,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel4P036.aif,1,B,ascending,no_change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,274,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel8P036.aif,1,B,descending,change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,275,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel2P036.aif,2,B,ascending,change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,276,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel6P036.aif,2,B,descending,no_change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,277,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel3P036.aif,1,B,ascending,no_change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,278,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel7P036.aif,2,B,descending,no_change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
36,280,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel5P036.aif,2,B,descending,no_change,2,B,2,B,1,B,1,B,2,B,2,B,2,B,1,B,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,0.41,5,10,10,1,1,0,10,57,51,39,42,36,107,7,5,4,6,7,6,6,5,7,6,7,5,4,6,5,8,8,2,4,1,2,4,1,2,4,1,Voice,20,FEMALE,1,7,6,6,6,6,6,6,7,7,7,5,6,6,3,6,6,6,6,6,6,6,5,4,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6
37,281,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel4P037.aif,1,A,descending,change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,282,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel3P037.aif,2,A,descending,no_change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,283,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel1P037.aif,2,A,descending,no_change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,284,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel7P037.aif,1,A,ascending,no_change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,285,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel8P037.aif,1,A,ascending,no_change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,286,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel5P037.aif,1,A,ascending,no_change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,287,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel6P037.aif,2,A,ascending,change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
37,288,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel2P037.aif,1,A,descending,change,2,A,1,A,2,A,1,A,1,A,2,A,1,A,1,A,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,0.62,5,11,11,1,1,0,11,43,49,40,29,35,92,6,5,2,5,3,7,7,4,3,6,5,4,2,6,5,6,7,2,4,1,2,4,1,2,4,1,Tuba,19,MALE,1,6,3,5,5,5,6,5,5,3,5,4,6,6,5,6,6,6,5,6,7,6,6,4,6,5,4,3,6,3,5,4,4,6,6,6,5,5,7
38,289,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel5P038.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,290,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel4P038.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,291,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel7P038.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,292,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel6P038.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,293,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel2P038.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,294,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel8P038.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
38,295,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel3P038.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,2,B,2,B,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,1.02,14,14,14,1,0,1,12,55,52,41,38,40,101,7,7,4,5,7,6,7,4,7,7,7,5,6,6,6,8,8,2,3,4,2,3,4,2,3,4,Saxophone,19,Male,1,7,4,7,7,6,7,6,7,4,7,6,7,1,7,7,6,5,6,7,7,7,5,5,7,3,5,6,6,6,6,6,3,7,7,7,6,7,6
39,297,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel2P039.aif,1,A,descending,change,2,A,1,A,2,A,1,A,2,A,2,A,1,A,1,A,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,0.79,14,14,14,1,1,0,11,59,63,41,42,41,118,7,5,4,5,5,7,6,1,6,7,4,4,3,5,1,8,4,2,3,1,2,3,1,2,3,1,piano,23,male,1,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,4,7,7,7,7,4,5,5,7,7,7,7,6,7
39,298,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel1P039.aif,2,A,descending,no_change,2,A,1,A,2,A,1,A,2,A,2,A,1,A,1,A,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,0.79,14,14,14,1,1,0,11,59,63,41,42,41,118,7,5,4,5,5,7,6,1,6,7,4,4,3,5,1,8,4,2,3,1,2,3,1,2,3,1,piano,23,male,1,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,4,7,7,7,7,4,5,5,7,7,7,7,6,7
