Subject,X,RotAccErrTot.x,RotErrTot.x,RotPartial.x,RotSpeedErrTot.x,OspanAccErrTot.x,OspanMathErrTot.x,OspanPartial.x,OspanSpeedErrTot.x,SymmAccErrTot.x,SymmSpeedErrTot.x,SspanPartial.x,SymmErrTot.x,ZRotErrTot.x,ZRotPartial.x,ZOspanMathErrTot.x,ZOspanPartial.x,ZSspanPartial.x,ZSymmErrTot.x,Melody,AscendingDescending,Condition,cadence_type,change,ascDescFin1,Condition1,ascDescFin2,Condition2,ascDescFin3,Condition3,ascDescFin4,Condition4,ascDescFin5,Condition5,ascDescFin6,Condition6,ascDescFin7,Condition7,ascDescFin8,Condition8,RotAccErrTot.y,RotErrTot.y,RotPartial.y,RotSpeedErrTot.y,OspanAccErrTot.y,OspanMathErrTot.y,OspanPartial.y,OspanSpeedErrTot.y,SymmAccErrTot.y,SymmSpeedErrTot.y,SspanPartial.y,SymmErrTot.y,ZRotErrTot.y,ZRotPartial.y,ZOspanMathErrTot.y,ZOspanPartial.y,ZSspanPartial.y,ZSymmErrTot.y,WMC,rotAbsolute,rotBlock1,rotPartial,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanPartialScore,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75
23,169,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel4P023.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,170,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel8P023.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,171,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel1P023.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,172,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel3P023.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,173,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel7P023.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,174,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel2P023.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,175,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel6P023.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
23,176,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,mel5P023.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,2,A,1,A,2,A,1,A,2,2,3,0,1,1,20,0,0,0,6,0,0.40916,-1.81101,-0.46824,0.11215,-1.11895,-0.61182,-0.94,2,3,3,0,0,0,6,41,50,33,26,34,87,6,6,1,5,4,6,6,4,6,6,5,5,1,4,3,1,4,2,2,1,2,2,1,2,2,1,viola,18,FEMALEn,1,5,6,5,6,2,4,6,4,3,6,6,3,5,6,6,6,6,6,6,6,6,4,3,5,3,5,5,6,3,2,3,2,5,6,6,6,5,6
24,177,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel7P024.aif,1,B,descending,change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,178,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel4P024.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,179,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel2P024.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,181,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel3P024.aif,1,B,ascending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,182,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel8P024.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,183,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel6P024.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
24,184,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel5P024.aif,2,B,descending,no_change,1,B,1,B,1,B,1,B,2,B,2,B,1,B,2,B,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,0.45,9,10,10,0,0,0,11,48,52,38,40,32,104,5,6,5,4,3,1,5,2,5,6,7,6,7,7,4,4,3,2,2,1,2,2,1,2,2,1,guitar,19,MALE,1,6,4,6,7,7,6,3,6,3,6,6,5,5,5,7,7,5,6,7,7,7,6,4,4,3,5,7,5,7,5,6,5,5,3,6,6,6,6
25,185,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel8P025.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,186,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel4P025.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,187,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel6P025.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,188,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel5P025.aif,1,A,ascending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,189,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel7P025.aif,2,A,ascending,change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,190,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel3P025.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,191,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel1P025.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
25,192,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel2P025.aif,2,A,descending,no_change,2,A,2,A,2,A,2,A,1,A,2,A,2,A,1,A,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,-1,2,3,3,2,1,1,6,41,50,37,27,35,87,6,4,5,6,2,5,7,6,7,3,7,5,1,6,8,8,8,2,3,2,2,3,2,2,3,2,Oboe,18,MALE,1,6,3,5,5,5,5,5,4,3,7,6,4,5,6,7,5,5,5,7,7,5,3,5,6,4,5,6,7,1,4,3,1,6,5,6,6,5,7
26,193,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel6P026.aif,2,B,descending,no_change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,194,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel7P026.aif,2,B,descending,no_change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,195,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel8P026.aif,2,B,descending,no_change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,196,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel3P026.aif,2,B,ascending,change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,197,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel2P026.aif,2,B,ascending,change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,198,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel4P026.aif,1,B,ascending,no_change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
26,200,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel5P026.aif,2,B,descending,no_change,2,B,2,B,2,B,1,B,2,B,2,B,2,B,2,B,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,-1.04,0,5,5,0,0,0,8,53,51,42,41,35,108,5,6,5,4,5,5,7,4,4,7,5,4,4,5,3,5,6,2,4,1,2,4,1,2,4,1,Euphoniumn,18,MALE,1,7,4,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,6,6,6,5,6,7,6,7,6,6,7,6,3,7,6,6,4,6,6
27,201,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel6P027.aif,2,A,ascending,change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,202,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel2P027.aif,2,A,descending,no_change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,203,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel7P027.aif,1,A,ascending,no_change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,204,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel3P027.aif,2,A,descending,no_change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,205,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel8P027.aif,1,A,ascending,no_change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,206,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel1P027.aif,1,A,descending,change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,207,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel5P027.aif,1,A,ascending,no_change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
27,208,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel4P027.aif,1,A,descending,change,1,A,2,A,2,A,1,A,1,A,2,A,1,A,1,A,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,0.72,9,9,9,1,1,0,14,47,48,30,33,36,91,7,6,4,4,4,7,5,4,5,6,5,3,4,5,3,2,2,2,3,1,2,3,1,2,3,1,Trumpetn,19,MALE,1,6,3,6,7,4,6,6,7,2,6,5,6,6,5,6,5,4,5,7,1,6,5,3,3,5,4,6,6,5,6,3,3,6,5,6,5,7,7
